ID;N_VICTIMAS;FECHA;AAAA;MM;DD;HORA;HH;LUGAR_DEL_HECHO;TIPO_DE_CALLE;Calle;Altura;Cruce;Direcci�n Normalizada;COMUNA;XY (CABA);pos x;pos y;PARTICIPANTES;VICTIMA;ACUSADO
2017-0072;1;3/06/2017;2017;6;3;23:20:00;23;AV. DE LOS CONSTITUYENTES Y VALLEJOS;AVENIDA;DE LOS CONSTITUYENTES AV.;;VALLEJOS;DE LOS CONSTITUYENTES AV. y VALLEJOS;12;Point (97389.59663507 105213.53381695);-5.849.175.088;-34.58226957;AUTO-AUTO;AUTO;AUTO
2017-0073;1;4/06/2017;2017;6;4;9:00:00;9;AV. CORRIENTES Y ECUADOR;AVENIDA;CORRIENTES AV.;;ECUADOR;CORRIENTES AV. y ECUADOR;3;Point (105089.38820014 102773.44772064);-5.840.781.467;-34.60425669;MOTO-AUTO;MOTO;AUTO
2017-0074;1;4/06/2017;2017;6;4;12:50:00;12;CASCO 133;CALLE;CASCO;133;;CASCO 133;9;Point (94281.31244858 99043.29027489);-5.852.567.073;-34.63787791;SD-SD;SD;SD
2017-0075;1;12/06/2017;2017;6;12;22:38:00;22;AV. DE MAYO Y AV. 9 DE JULIO;AVENIDA;DE MAYO AV.;;9 DE JULIO AV.;DE MAYO AV. y 9 DE JULIO AV.;1;Point (107498.83241886 102238.54924157);-5.838.154.200;-34.60906385;PEATON-MOTO;PEATON;MOTO
2017-0076;1;13/06/2017;2017;6;13;14:50:00;14;AV. RAMON CASTILLO Y CALLE 12;AVENIDA;CASTILLO, RAMON S., PRES. AV.;;CALLE 12 (NO OFICIAL);CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL);2;Point (107160.34141948 105678.38284277);-5.838.526.125;-34.57805810;PEATON-CARGAS;PEATON;CARGAS
2017-0077;1;17/06/2017;2017;6;17;23:45:00;23;FRAY JUSTO SANTAMARIA DE ORO 1930;CALLE;FRAY JUSTO SANTAMARIA DE ORO;1930;;FRAY JUSTO SANTAMARIA DE ORO 1930;14;Point (103115.59520137 104964.08461543);-5.842.934.104;-34.58451712;MOTO-CARGAS;MOTO;CARGAS
2017-0079;1;19/06/2017;2017;6;19;16:26:00;16;MEXICO Y DEAN FUNES;CALLE;MEXICO;;DEAN FUNES;MEXICO y DEAN FUNES;3;Point (105202.26736061 101269.73269565);-5.840.657.493;-34.61781124;MOTO-CARGAS;MOTO;CARGAS
2017-0080;1;22/06/2017;2017;6;22;10:15:00;10;AV. JUAN B ALBERDI Y AV. ESCALADA;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;ESCALADA AV.;ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.;9;Point (97070.50716478 98268.08001276);-5.849.525.314;-34.64487785;PEATON-CARGAS;PEATON;CARGAS
2017-0082;1;25/06/2017;2017;6;25;22:40:00;22;AV. ENTRE RIOS Y AV. BRASIL;AVENIDA;ENTRE RIOS AV.;;BRASIL;ENTRE RIOS AV. y BRASIL;4;Point (106636.30041967 99991.34072603);-5.839.092.851;-34.62932696;PEATON-AUTO;PEATON;AUTO
2017-0083;1;4/07/2017;2017;7;4;0:25:00;0;AV. JUAN B ALBERDI Y GUARDIA NACIONAL;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;GUARDIA NACIONAL;ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL;9;Point (96998.81124177 98183.20743664);-5.849.603.546;-34.64564271;MOTO-CARGAS;MOTO;CARGAS
2017-0084;1;5/07/2017;2017;7;5;12:49:00;12;AV. DEL LIBERTADOR Y RODRIGUEZ PE�A;AVENIDA;DEL LIBERTADOR AV.;;RODRIGUEZ PE?A;DEL LIBERTADOR AV. y RODRIGUEZ PEÑA;2;Point (107180.90591568 104682.54945160);-5.838.502.878;-34.58703485;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0085;1;7/07/2017;2017;7;7;14:15:00;14;TACUARI Y AV. MARTIN GARCIA;AVENIDA;TACUARI;;GARCIA, MARTIN AV.;TACUARI y GARCIA, MARTIN AV.;4;Point (108315.72323297 99748.45783960);-5.837.261.143;-34.63150425;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0086;1;9/07/2017;2017;7;9;7:30:00;7;AV. RIVADAVIA Y MURGUIONDO;AVENIDA;RIVADAVIA AV.;;MURGUIONDO;RIVADAVIA AV. y MURGUIONDO;9;Point (94914.28538682 98912.56901137);-5.851.876.802;-34.63905965;PEATON-MOTO;PEATON;MOTO
2017-0087;1;10/07/2017;2017;7;10;10:45:00;10;24 DE NOVIEMBRE 390;CALLE;24 DE NOVIEMBRE;390;;24 DE NOVIEMBRE 390;3;Point (104800.65774098 101563.94663965);-5.841.095.567;-34.61516101;PEATON-AUTO;PEATON;AUTO
2017-0088;1;10/07/2017;2017;7;10;22:30:00;22;AV. PASEO COLON Y BRASIL;AVENIDA;PASEO COLON AV.;;BRASIL AV.;PASEO COLON AV. y BRASIL AV.;1;Point (108741.48238670 100448.08502809);-5.836.797.542;-34.62519403;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0089;1;13/07/2017;2017;7;13;12:05:00;12;MARTINIANO LEGUIZAMON 901;CALLE;LEGUIZAMON, MARTINIANO;901;;LEGUIZAMON, MARTINIANO 901;9;Point (95246.78684010 97935.32361317);-5.851.514.709;-34.64787051;SD-AUTO;SD;AUTO
2017-0090;1;15/07/2017;2017;7;15;5:15:00;5;AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ;GRAL PAZ;CHIVILCOY AV.;;PAZ, GRAL. AV.;CHIVILCOY AV. y PAZ, GRAL. AV.;11;Point (94866.55993974 104164.40879727);-5.851.925.642;-34.59171721;PEATON-AUTO;PEATON;AUTO
2017-0091;1;15/07/2017;2017;7;15;13:00:00;13;SUPERI Y AV. GRAL. PAZ;GRAL PAZ;SUPERI;;PAZ, GRAL. AV.;SUPERI y PAZ, GRAL. AV.;12;Point (97850.57417090 109546.39428377);-5.848.671.535;-34.54321216;MOTO-SD;MOTO;SD
2017-0092;1;24/07/2017;2017;7;24;22:16:01;22;AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR);AUTOPISTA;AUTOPISTA 25 DE MAYO;;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;1;Point (107392.50226602 100712.59265582);-5.838.268.809;-34.62282019;PEATON-AUTO;PEATON;AUTO
2017-0093;1;25/07/2017;2017;7;25;16:48:40;16;AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTE�O;AUTOPISTA;LUGONES, LEOPOLDO AV.;;PUENTE DISTRIBUIDOR SCALABRINI ORTIZ;LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ;13;Point (102474.90818824 108830.74789029);-5.843.633.522;-34.54966288;PEATON-AUTO;PEATON;AUTO
2017-0094;1;27/07/2017;2017;7;27;8:50:00;8;VICTOR HUGO 2639;CALLE;HUGO, VICTOR;2639;;HUGO, VICTOR 2639;10;Point (94212.26181299 101286.25735606);-5.852.640.838;-34.61765855;BICICLETA-CARGAS;BICICLETA;CARGAS
2017-0095;1;6/08/2017;2017;8;6;8:00:00;8;AV. CORDOBA Y JERONIMO SALGUERO;AVENIDA;CORDOBA AV.;;SALGUERO, JERONIMO;CORDOBA AV. y SALGUERO, JERONIMO;14;Point (104068.94257873 103491.45652529);-5.841.894.306;-34.59778875;MOTO-AUTO;MOTO;AUTO
2017-0096;1;7/08/2017;2017;8;7;19:50:00;19;AV. CABILDO Y NU�EZ;AVENIDA;CABILDO AV.;;NU?EZ;CABILDO AV. y NUÑEZ;13;Point (99608.90354249 108823.89449537);-5.846.756.026;-34.54972741;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0098;1;8/08/2017;2017;8;8;12:10:00;12;JOSE BONIFACIO 2114;CALLE;BONIFACIO, JOSE;2114;;BONIFACIO, JOSE 2114;7;Point (100563.22594607 99771.56223988);-5.845.715.752;-34.63132912;PEATON-AUTO;PEATON;AUTO
2017-0099;1;17/08/2017;2017;8;17;19:45:00;19;AV. PTE FIGUEROA ALCORTA 5400;AVENIDA;FIGUEROA ALCORTA, PRES. AV.;5400;;FIGUEROA ALCORTA, PRES. AV. 5400;14;Point (103600.34605991 107446.36084135);-5.842.406.784;-34.56213916;BICICLETA-AUTO;BICICLETA;AUTO
2017-0100;1;21/08/2017;2017;8;21;7:45:00;7;VENEZUELA 2135;CALLE;REPUBLICA BOLIVARIANA DE VENEZUELA;2135;;REPUBLICA BOLIVARIANA DE VENEZUELA 2135;3;Point (106103.99852157 101567.67895783);-5.839.674.470;-34.61512051;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0101;1;23/08/2017;2017;8;23;10:00:00;10;AV. FCO. LACROZE Y ZAPATA;AVENIDA;LACROZE, FEDERICO AV.;;ZAPATA;LACROZE, FEDERICO AV. y ZAPATA;13;Point (101644.77699748 106480.78805418);-5.844.537.508;-34.57084818;MULTIPLE;PEATON;MULTIPLE
2017-0102;1;24/08/2017;2017;8;24;1:10:00;1;IRIARTE Y ZAVALETA;AVENIDA;IRIARTE, GRAL. AV.;;ZAVALETA;IRIARTE, GRAL. AV. y ZAVALETA;4;Point (105750.92237188 97579.79677541);-5.840.056.767;-34.65107080;PEATON-CARGAS;PEATON;CARGAS
2017-0104;1;25/08/2017;2017;8;25;9:00:00;9;AV. 9 DE JULIO Y ESTADOS UNIDOS;AVENIDA;9 DE JULIO AV.;;ESTADOS UNIDOS;9 DE JULIO AV. y ESTADOS UNIDOS;1;Point (107538.91933237 101188.13128502);-5.838.109.568;-34.61853244;PEATON-CARGAS;PEATON;CARGAS
2017-0106;1;31/08/2017;2017;8;31;19:50:00;19;FRAY JUSTO SANTAMARIA DE ORO Y GUEMES;CALLE;FRAY JUSTO SANTAMARIA DE ORO;;GUEMES;FRAY JUSTO SANTAMARIA DE ORO y GUEMES;14;Point (103483.20578848 105425.94020024);-5.842.533.612;-34.58035258;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0107;1;1/09/2017;2017;9;1;11:30:00;11;AV. DEL LIBERTADOR Y JARAMILLO;AVENIDA;DEL LIBERTADOR AV.;;JARAMILLO;DEL LIBERTADOR AV. y JARAMILLO;13;Point (100245.64635241 109464.60244956);-5.846.062.311;-34.54395182;MOTO-CARGAS;MOTO;CARGAS
2017-0108;2;2/09/2017;2017;9;2;4:53:08;4;AV. GRAL. PAZ Y MACHAIN;GRAL PAZ;PAZ, GRAL. AV.;;MACHAIN;PAZ, GRAL. AV. y MACHAIN;12;Point (97098.48468623 109019.96106626);-5.849.491.054;-34.54795581;AUTO-OBJETO FIJO;OBJETO FIJO;AUTO
2017-0109;1;4/09/2017;2017;9;4;21:00:00;21;AV. DIRECTORIO Y PORTELA;AVENIDA;DIRECTORIO AV.;;PORTELA;DIRECTORIO AV. y PORTELA;7;Point (99266.22533505 99180.83096967);-5.847.130.269;-34.63665402;MOTO-AUTO;MOTO;AUTO
2017-0110;1;6/09/2017;2017;9;6;14:15:00;14;LAVALLE Y AV. LEANDRO N ALEM;AVENIDA;LAVALLE;;ALEM, LEANDRO N. AV.;LAVALLE y ALEM, LEANDRO N. AV.;1;Point (108513.43549456 103032.95078343);-5.837.048.800;-34.60189492;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0111;1;7/09/2017;2017;9;7;18:23:37;18;USPALLATA Y PIROVANO;CALLE;USPALLATA;;PIROVANO;USPALLATA y PIROVANO;4;Point (103948.02389064 98549.15451723);-5.842.023.854;-34.64234110;PEATON-CARGAS;PEATON;CARGAS
2017-0112;2;10/09/2017;2017;9;10;9:32:17;9;AU 25 DE MAYO Y AV. VARELA;AUTOPISTA;AUTOPISTA 25 DE MAYO;;;AUTOPISTA 25 DE MAYO y VARELA AV.;7;Point (100479.14412395 98812.52258620);-5.845.807.401;-34.63997430;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0113;1;11/09/2017;2017;9;11;6:30:00;6;AV. SANTA FE Y MAIPU;AVENIDA;SANTA FE AV.;;MAIPU;SANTA FE AV. y MAIPU;1;Point (107918.77617420 103716.42961253);-5.837.697.717;-34.59573848;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0114;1;15/09/2017;2017;9;15;2:30:00;2;AV. ALVEAR Y AV. DEL LIBERTADOR;AVENIDA;ALVEAR AV.;;DEL LIBERTADOR AV.;ALVEAR AV. y DEL LIBERTADOR AV.;2;Point (106632.70892338 104910.17381357);-5.839.100.580;-34.58498660;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0115;1;19/09/2017;2017;9;19;18:52:33;18;AV. PAVON Y TREINTA Y TRES ORIENTALES;AVENIDA;PAVON AV.;;TREINTA Y TRES ORIENTALES;PAVON AV. y TREINTA Y TRES ORIENTALES;5;Point (103803.42869640 99818.79654291);-5.842.182.126;-34.63089661;MOTO-BICICLETA;MOTO;BICICLETA
2017-0116;1;20/09/2017;2017;9;20;22:24:00;22;COLECTORA AV. GRAL. PAZ 5750;GRAL PAZ;PAZ, GRAL. AV.;5750;;PAZ, GRAL. AV. 5750;12;Point (95357.86744200 105380.41895972);-5.851.389.422;-34.58075791;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0118;1;22/09/2017;2017;9;22;7:02:09;7;VIEYTES Y CRUZ;AVENIDA;VIEYTES;;CRUZ, OSVALDO AV.;VIEYTES y CRUZ, OSVALDO AV.;4;Point (108016.39016447 97439.36817481);-5.837.585.415;-34.65232158;MOTO-AUTO;MOTO;AUTO
2017-0120;1;2/10/2017;2017;10;2;15:55:33;15;AU DELLEPIANE Y AV. ESCALADA;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;ESCALADA AV.;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.;9;Point (99113.17852207 96319.06728520);-5.847.297.505;-34.66245085;MOTO-CARGAS;MOTO;CARGAS
2017-0123;1;10/10/2017;2017;10;10;1:05:38;1;ALBARI�O Y AV. ARGENTINA;AVENIDA;ALBARI?O;;ARGENTINA AV.;ALBARIÑO y ARGENTINA AV.;8;Point (99518.38660571 95241.63338177);-5.846.855.503;-34.67216349;PEATON-AUTO;PEATON;AUTO
2017-0124;1;12/10/2017;2017;10;12;14:40:28;14;JUAN RAMIREZ DE VELAZCO 1211;CALLE;RAMIREZ DE VELASCO, JUAN;1211;;RAMIREZ DE VELASCO, JUAN 1211;15;Point (101904.43474476 104150.89892205);-5.844.254.033;-34.59185043;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0125;1;13/10/2017;2017;10;13;6:12:20;6;AV. FERNANDEZ DE LA CRUZ Y LARRAYA;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;LARRAYA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA;8;Point (99732.19478660 94453.36361177);-5.846.622.247;-34.67926929;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0126;2;14/10/2017;2017;10;14;6:15:00;6;AV. RIESTRA Y CA�ADA DE GOMEZ;AVENIDA;RIESTRA AV.;;CA?ADA DE GOMEZ;RIESTRA AV. y CAÑADA DE GOMEZ;8;Point (98466.20276785 94207.42419155);-5.848.003.734;-34.68148508;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0127;1;16/10/2017;2017;10;16;7:45:00;7;GALLO Y AV. CORDOBA;AVENIDA;GALLO;;CORDOBA AV.;GALLO y CORDOBA AV.;2;Point (104713.04838502 103467.44528033);-5.841.192.137;-34.59800248;MOTO-MOTO;MOTO;MOTO
2017-0128;1;17/10/2017;2017;10;17;12:30:00;12;DR. JUAN F. ARANGUREN 611;CALLE;ARANGUREN, JUAN F., DR.;611;;ARANGUREN, JUAN F., DR. 611;6;Point (102105.12699179 101749.49668435);-5.844.034.689;-34.61349731;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0129;1;26/10/2017;2017;10;26;19:15:15;19;AU PERITO MORENO Y AU 25 DE MAYO;AUTOPISTA;AUTOPISTA PERITO MORENO;;AUTOPISTA 25 DE MAYO;AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO;9;Point (99243.41866587 97782.67879316);-5.847.155.277;-34.64925746;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0130;1;27/10/2017;2017;10;27;5:30:00;5;CHORROARIN Y AV. SAN MARTIN;AVENIDA;CHORROARIN;;SAN MARTIN AV.;CHORROARIN y SAN MARTIN AV.;15;Point (98575.30034704 103283.44421792);-5.847.883.099;-34.59967065;AUTO-CARGAS;AUTO;CARGAS
2017-0132;1;30/10/2017;2017;10;30;14:00:00;14;COSQUIN Y AV. CNEL. ROCA;AVENIDA;COSQUIN;;ROCA, CNEL. AV.;COSQUIN y ROCA, CNEL. AV.;8;Point (99796.45945783 92847.91633262);-5.846.552.171;-34.69374130;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0134;1;6/11/2017;2017;11;6;18:00:00;18;AV. CNEL. ROCA 3555;AVENIDA;ROCA, CNEL. AV.;3555;;ROCA, CNEL. AV. 3555;8;Point (101915.86954232 95727.75538814);-5.844.239.720;-34.66777987;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0135;1;7/11/2017;2017;11;7;12:14:10;12;AV. WARNES Y PUNTA ARENAS;AVENIDA;WARNES AV.;;PUNTA ARENAS;WARNES AV. y PUNTA ARENAS;15;Point (99355.48397222 103660.98712619);-5.847.032.551;-34.59626814;MOTO-CARGAS;MOTO;CARGAS
2017-0136;1;16/11/2017;2017;11;16;8:43:00;8;DEL BARCO CENTENERA Y RABANAL;AVENIDA;BARCO CENTENERA DEL;;RABANAL, FRANCISCO, INTENDENTE AV.;BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.;4;Point (104127.10295709 97119.53980201);-5.841.827.843;-34.65522746;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0137;1;17/11/2017;2017;11;17;11:45:00;11;AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS;AVENIDA;MOSCONI GENERAL AV.;;SAN NICOLAS;MOSCONI GENERAL AV. y SAN NICOLAS;11;Point (95458.27090734 104045.28333021);-5.851.280.715;-34.59279388;PEATON-CARGAS;PEATON;CARGAS
2017-0138;1;19/11/2017;2017;11;19;10:30:00;10;AV. LAFUENTE Y AV. EVA PERON;AVENIDA;LAFUENTE AV.;;PERON, EVA AV.;LAFUENTE AV. y PERON, EVA AV.;7;Point (100065.47249269 98381.80497378);-5.846.258.582;-34.64385704;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0139;1;19/11/2017;2017;11;19;22:30:00;22;AV. CNEL. ROCA Y AV. ESCALADA;AVENIDA;ROCA, CNEL. AV.;;ESCALADA AV.;ROCA, CNEL. AV. y ESCALADA AV.;8;Point (101160.07257435 94368.23344193);-5.845.064.148;-34.68003614;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0140;1;19/11/2017;2017;11;19;23:22:17;23;AU ARTURO FRONDIZI PKM 3100;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;4;Point (. .);.;.;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0141;1;23/11/2017;2017;11;23;19:45:00;19;AV. LA PLATA Y AV. PEDRO GOYENA;AVENIDA;LA PLATA AV.;;GOYENA, PEDRO AV.;LA PLATA AV. y GOYENA, PEDRO AV.;6;Point (103312.47684665 100458.27902411);-5.842.717.783;-34.62513374;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0143;1;25/11/2017;2017;11;25;21:45:00;21;TRELLES Y GRAL. CESAR DIAZ;CALLE;TRELLES, MANUEL R.;;DIAZ, CESAR, GRAL.;TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.;11;Point (99897.24182072 102443.29154512);-5.846.442.001;-34.60724519;AUTO-PASAJEROS;AUTO;PASAJEROS
2017-0144;1;26/11/2017;2017;11;26;6:45:00;6;AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ;GRAL PAZ;ROCA, CNEL. AV.;;PAZ, GRAL. AV.;ROCA, CNEL. AV. y PAZ, GRAL. AV.;8;Point (99327.01838497 92326.91130631);-5.847.064.556;-34.69843756;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2017-0145;1;26/11/2017;2017;11;26;17:05:00;17;MAZA Y DON BOSCO;CALLE;MAZA;;DON BOSCO;MAZA y DON BOSCO;5;Point (104266.88124229 101889.22080612);-5.841.677.733;-34.61223119;MOTO-AUTO;MOTO;AUTO
2017-0147;1;28/11/2017;2017;11;28;11:15:00;11;AV. GRAL. PAZ Y AV. EVA PERON;GRAL PAZ;PAZ, GRAL. AV.;;PERON, EVA AV.;PAZ, GRAL. AV. y PERON, EVA AV.;9;Point (96405.76679348 94981.38013791);-5.850.251.790;-34.67450313;MOTO-AUTO;MOTO;AUTO
2017-0148;1;29/11/2017;2017;11;29;10:45:00;10;AV. SAN JUAN Y LA RIOJA;AVENIDA;SAN JUAN AV.;;LA RIOJA;SAN JUAN AV. y LA RIOJA;3;Point (105155.42991407 100540.06938064);-5.840.708.125;-34.62438894;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0149;1;30/11/2017;2017;11;30;12:20:00;12;AV. PASEO COLON Y MEXICO;AVENIDA;PASEO COLON AV.;;MEXICO;PASEO COLON AV. y MEXICO;1;Point (108605.31247489 101604.53195530);-5.836.947.198;-34.61477051;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0150;1;4/12/2017;2017;12;4;1:15:00;1;AV. RIVADAVIA Y MIRALLA;AVENIDA;RIVADAVIA AV.;;MIRALLA;RIVADAVIA AV. y MIRALLA;9;Point (95589.03838155 98881.22999034);-5.851.140.889;-34.63934531;PEATON-AUTO;PEATON;AUTO
2017-0151;1;4/12/2017;2017;12;4;2:15:00;2;VIEYTES Y LUJAN;CALLE;VIEYTES;;LUJAN;VIEYTES y LUJAN;4;Point (108130.20782757 97076.54120716);-5.837.460.912;-34.65559133;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0152;1;6/12/2017;2017;12;6;17:30:00;17;CACHI Y TRAFUL;CALLE;CACHI;;TRAFUL;CACHI y TRAFUL;4;Point (104752.14395609 97617.14934540);-5.841.146.277;-34.65073916;BICICLETA-PASAJEROS;BICICLETA;PASAJEROS
2017-0153;2;11/12/2017;2017;12;11;2:00:00;2;ROSARIO Y AV. LA PLATA;AVENIDA;ROSARIO;;LA PLATA AV.;ROSARIO y LA PLATA AV.;6;Point (103186.65733155 101217.09689755);-5.842.855.267;-34.61829385;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0154;1;11/12/2017;2017;12;11;9:15:00;9;AV. ENTRE RIOS Y AV. CASEROS ;AVENIDA;ENTRE RIOS AV.;;CASEROS AV.;ENTRE RIOS AV. y CASEROS AV.;4;Point (106688.43418876 99459.27505947);-5.839.035.581;-34.63412287;PEATON-PASAJEROS;PEATON;PASAJEROS
2017-0155;1;12/12/2017;2017;12;12;21:25:41;21;AV. RIVADAVIA 6350;AVENIDA;RIVADAVIA AV.;6350;;RIVADAVIA AV. 6350;7;Point (100674.98109200 100299.64949548);-5.845.593.915;-34.62656868;SD-MOTO;SD;MOTO
2017-0157;1;17/12/2017;2017;12;17;9:02:00;9;AV. GRAL. PAZ Y HUMAITA;GRAL PAZ;PAZ, GRAL. AV.;;HUMAITA;PAZ, GRAL. AV. y HUMAITA;9;Point (94007.62506099 98145.35456663);-5.852.866.211;-34.64597065;AUTO-PASAJEROS;AUTO;PASAJEROS
2017-0158;1;18/12/2017;2017;12;18;21:30:00;21;GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ;GRAL PAZ;GUALEGUAYCHU;;PAZ, GRAL. AV.;GUALEGUAYCHU y PAZ, GRAL. AV.;11;Point (94764.11350214 103903.32150283);-5.852.037.476;-34.59407024;MOTO-AUTO;MOTO;AUTO
2017-0159;1;20/12/2017;2017;12;20;4:31:27;4;AV. INDEPENDENCIA Y VIRREY CEVALLOS;AVENIDA;INDEPENDENCIA AV.;;CEVALLOS, VIRREY;INDEPENDENCIA AV. y CEVALLOS, VIRREY;1;Point (106817.01972475 101248.18030272);-5.838.896.772;-34.61799615;MOTO-AUTO;MOTO;AUTO
2017-0160;1;22/12/2017;2017;12;22;13:15:00;13;AV. NAZCA 365;AVENIDA;NAZCA AV.;365;;NAZCA AV. 365;7;Point (99317.63492514 100172.19114010);-5.847.074.114;-34.62771756;PEATON-MOTO;PEATON;MOTO
2017-0161;1;26/12/2017;2017;12;26;15:30:00;15;AV. EVA PERON 5249;AVENIDA;PERON, EVA AV.;5249;;PERON, EVA AV. 5249;9;Point (98285.13000363 96624.14779705);-5.848.200.819;-34.65969965;PEATON-AUTO;PEATON;AUTO
2018-0001;1;1/01/2018;2018;1;1;22:50:00;22;San Juan Av. Y Rinc�n;AVENIDA;SAN JUAN AV.;;RINCON;SAN JUAN AV. y RINCON;3;Point (106229.70400707 100696.43939679);-5.839.536.773;-34.62297346;PEATON-MOTO;PEATON;MOTO
2018-0002;1;3/01/2018;2018;1;3;16:40:00;16;Peru 937;CALLE;PERU;937;;PERU 937;1;Point (108138.18410245 101140.78821350);-5.837.456.088;-34.61895467;BICICLETA-PASAJEROS;BICICLETA;PASAJEROS
2018-0003;1;5/01/2018;2018;1;5;10:12:00;10;Pueyrredon, Honorio, Dr. Av. y Galicia;AVENIDA;PUEYRREDON, HONORIO, DR. AV.;;GALICIA;PUEYRREDON, HONORIO, DR. AV. y GALICIA;15;Point (101348.13972450 102808.02053976);-5.844.860.217;-34.60395657;MULTIPLE;PEATON;MULTIPLE
2018-0004;1;9/01/2018;2018;1;9;09:40:00;9;Del Libertador Av. y Manzanares;AVENIDA;DEL LIBERTADOR AV.;;MANZANARES;DEL LIBERTADOR AV. y MANZANARES;13;Point (100183.96103971 109533.84269558);-5.846.129.513;-34.54332766;MULTIPLE;MOTO;MULTIPLE
2018-0005;1;9/01/2018;2018;1;9;22:30:00;22;Paseo Colon Av. 1019;AVENIDA;PASEO COLON AV.;1019;;PASEO COLON AV. 1019;1;Point (108641.50518777 101075.93727953);-5.836.907.201;-34.61953517;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0006;1;10/01/2018;2018;1;10;21:15:00;21;Valle y Barco Centenera Del;CALLE;VALLE;;BARCO CENTENERA DEL;VALLE y BARCO CENTENERA DEL;6;Point (102079.59903748 100474.45881577);-5.844.062.219;-34.62499107;BICICLETA-PASAJEROS;BICICLETA;PASAJEROS
2018-0007;1;11/01/2018;2018;1;11;02:30:00;2;AU Perito Moreno  KM 0.6;AUTOPISTA;AUTOPISTA PERITO MORENO;;;AUTOPISTA PERITO MORENO KM. 0.6;9;Point (94340.14761734 99250.24722124);-5.852.502.765;-34.63601265;AUTO-AUTO;AUTO;AUTO
2018-0008;1;12/01/2018;2018;1;12;17:50:00;17;Huergo, Ing. Av. e Independencia Av.;AVENIDA;HUERGO, ING. AV.;;INDEPENDENCIA AV.;HUERGO, ING. AV. e INDEPENDENCIA AV.;1;Point (108868.80749430 101370.51785663);-5.836.659.655;-34.61687778;MOTO-CARGAS;MOTO;CARGAS
2018-0009;1;14/01/2018;2018;1;14;2:00:00;2;Pilcomayo y Brown, Alte. Av.;AVENIDA;PILCOMAYO;;BROWN, ALTE. AV.;PILCOMAYO y BROWN, ALTE. AV.;4;Point (108796.38792642 100177.06810505);-5.836.737.389;-34.62763661;MOTO-MOTO;MOTO;MOTO
