ID;N_VICTIMAS;FECHA;AAAA;MM;DD;HORA;HH;LUGAR_DEL_HECHO;TIPO_DE_CALLE;Calle;Altura;Cruce;Direcci�n Normalizada;COMUNA;XY (CABA);pos x;pos y;PARTICIPANTES;VICTIMA;ACUSADO
2018-0010;1;18/01/2018;2018;1;18;5:10:00;5;Cervantes y Belaustegui, Luis, Dr.;CALLE;CERVANTES;;BELAUSTEGUI, LUIS, DR.;CERVANTES y BELAUSTEGUI, LUIS, DR.;10;Point (96810.81688812 99875.56613013);-5.849.807.953;-34.63038658;MOTO-CARGAS;MOTO;CARGAS
2018-0011;1;19/01/2018;2018;1;19;10:30:00;10;Callao y Vte. Lopez;AVENIDA;CALLAO AV.;;LOPEZ, VICENTE;CALLAO AV. y LOPEZ, VICENTE;2;Point (106639.47032605 104255.89970551);-5.839.092.703;-34.59088447;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0012;1;26/01/2018;2018;1;26;13:30:00;13;Oliden y Chilavert, Martiniano, Coronel;CALLE;OLIDEN;;CHILAVERT, MARTINIANO, CORONEL;OLIDEN y CHILAVERT, MARTINIANO, CORONEL;8;Point (99466.65991849 94317.70888094);-5.846.912.006;-34.68049201;MOTO-PASAJEROS;MOTO;PASAJEROS
2018-0013;1;28/01/2018;2018;1;28;08:15:00;8;Congreso Av. y Galvan;AVENIDA;CONGRESO AV.;;GALVAN;CONGRESO AV. y GALVAN;12;Point (97860.62977748 106812.00802724);-5.848.661.286;-34.56786129;MOTO-AUTO;MOTO;AUTO
2018-0014;1;31/01/2018;2018;1;31;20:00:00;20;Moreno, Perito Av. y Rivera Indarte;AVENIDA;MORENO, PERITO AV.;;RIVERA INDARTE AV.;MORENO, PERITO AV. y RIVERA INDARTE AV.;7;Point (102067.32140821 97610.71255013);-5.844.074.927;-34.65080597;PEATON-MOTO;PEATON;MOTO
2018-0015;2;6/02/2018;2018;2;6;01:00:00;1;Australia Av. 2800;AVENIDA;AUSTRALIA AV.;2800;;AUSTRALIA AV. 2800;4;Point (107053.47849253 98047.93724144);-5.838.636.298;-34.64684275;MOTO-PASAJEROS;MOTO;PASAJEROS
2018-0016;1;15/02/2018;2018;2;15;10:15:00;10;Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.;AVENIDA;DEL LIBERTADOR AV.;;RAMOS MEJIA, JOSE MARIA, DR. AV.;DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.;1;Point (108069.68986814 104046.20018024);-5.837.533.517;-34.59276462;MOTO-CARGAS;MOTO;CARGAS
2018-0017;1;17/02/2018;2018;2;17;04:15:00;4;San Pedrito Av. y Rivadavia Av.;AVENIDA;SAN PEDRITO AV.;;RIVADAVIA AV.;SAN PEDRITO AV. y RIVADAVIA AV.;7;Point (99418.67591727 99840.67619219);-5.846.963.952;-34.63070603;PEATON-AUTO;PEATON;AUTO
2018-0018;1;17/02/2018;2018;2;17;07:15:00;7;Isabel La Catolica y Salvadores, Cnel.;CALLE;ISABEL LA CATOLICA;;SALVADORES, CNEL.;ISABEL LA CATOLICA y SALVADORES, CNEL.;4;Point (108363.47256437 98202.84498754);-5.837.207.554;-34.64543658;MOTO-CARGAS;MOTO;CARGAS
2018-0019;1;17/02/2018;2018;2;17;12:30:00;12;Las Heras General Av. y Callao Av.;AVENIDA;LAS HERAS GENERAL AV.;;CALLAO AV.;LAS HERAS GENERAL AV. y CALLAO AV.;2;Point (106550.65433457 104158.41702434);-5.839.189.441;-34.59176378;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0020;1;19/02/2018;2018;2;19;22:00:00;22;Fernandez de la Cruz Subida AU H�ctor J. C�mpora;AUTOPISTA;AUTOPISTA PRESIDENTE HECTOR J. CAMPORA;;;FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA;8;Point (101207.19032483 96015.90575056);-5.845.012.957;-34.66518343;MOTO-CARGAS;MOTO;CARGAS
2018-0021;1;22/02/2018;2018;2;22;10:45:00;10;AMANCIO ALCORTA Y ZAVALETA;AVENIDA;ALCORTA, AMANCIO AV.;;ZAVALETA;ALCORTA, AMANCIO AV. y ZAVALETA;4;Point (105634.57202683 98201.36000813);-5.840.184.094;-34.64546845;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0022;1;24/02/2018;2018;2;24;00:00:00;0;Montes De Oca, Manuel y Olavarria;AVENIDA;MONTES DE OCA, MANUEL AV.;;OLAVARRIA;MONTES DE OCA, MANUEL AV. y OLAVARRIA;4;Point (108149.86840397 98842.98534187);-5.837.441.153;-34.63966783;MOTO-CARGAS;MOTO;CARGAS
2018-0023;1;24/02/2018;2018;2;24;06:00:00;6;Barco Centenera Del y Rosario;CALLE;BARCO CENTENERA DEL;;ROSARIO;BARCO CENTENERA DEL y ROSARIO;6;Point (102035.73876399 100936.73706899);-5.844.110.156;-34.62082399;MOTO-AUTO;MOTO;AUTO
2018-0024;1;28/02/2018;2018;2;28;23:00:00;23;Alvarez Thomas Av. y Donado;AVENIDA;ALVAREZ THOMAS AV.;;DONADO;ALVAREZ THOMAS AV. y DONADO;15;Point (99305.05235104 105657.19134383);-5.847.087.351;-34.57827342;PEATON-CARGAS;PEATON;CARGAS
2018-0025;1;4/03/2018;2018;3;4;22:30:00;22;Av. Avellaneda y Av. Boyac�;AVENIDA;AVELLANEDA AV.;;BOYACA AV.;AVELLANEDA AV. y BOYACA AV.;7;Point (100337.26455822 100756.41076314);-5.845.962.210;-34.62245140;PEATON-AUTO;PEATON;AUTO
2018-0026;2;9/03/2018;2018;3;9;04:45:00;4;Rabanal, Francisco, Intendente Av. y Saenz Av.;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV.;;SAENZ AV.;RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.;4;Point (104283.01090451 97171.08656182);-5.841.657.793;-34.65476216;MOVIL-CARGAS;MOVIL;CARGAS
2018-0027;1;11/03/2018;2018;3;11;23:00:00;23;Castro y Rondeau;CALLE;CASTRO;;RONDEAU;CASTRO y RONDEAU;5;Point (104051.46146857 99117.09528964);-5.841.911.301;-34.63722107;PEATON-MOTO;PEATON;MOTO
2018-0028;1;13/03/2018;2018;3;13;15:45:00;15;Bilbao, Francisco Av. y Azul;AVENIDA;BILBAO, FRANCISCO AV.;;AZUL;BILBAO, FRANCISCO AV. y AZUL;9;Point (99275.15851476 98531.15835355);-5.847.120.586;-34.64251042;PEATON-CARGAS;PEATON;CARGAS
2018-0029;1;15/03/2018;2018;3;15;18:00:00;18;Nazca Av. y Gaona Av.;AVENIDA;NAZCA AV.;;GAONA AV.;NAZCA AV. y GAONA AV.;11;Point (99001.33520474 100973.19474422);-5.847.418.944;-34.62049672;MOTO-AUTO;MOTO;AUTO
2018-0030;1;20/03/2018;2018;3;20;01:30:00;1;Plaza y Alvarez Thomas Av.;AVENIDA;PLAZA;;ALVAREZ THOMAS AV.;PLAZA y ALVAREZ THOMAS AV.;15;Point (99641.71055660 105570.42188351);-5.846.720.441;-34.57905579;MOTO-MOTO;MOTO;MOTO
2018-0031;1;28/03/2018;2018;3;28;10:15:00;10;Gaona Av. y Artigas, Jose Gervasio, Gral.;AVENIDA;GAONA AV.;;ARTIGAS, JOSE GERVASIO, GRAL.;GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.;11;Point (99468.64184992 101272.71412938);-5.846.909.362;-34.61779710;MOTO-CARGAS;MOTO;CARGAS
2018-0032;1;2/04/2018;2018;4;2;13:00:00;13;Cabildo Av. y Aguilar;AVENIDA;CABILDO AV.;;AGUILAR;CABILDO AV. y AGUILAR;13;Point (101491.71965442 106698.43843791);-5.844.704.343;-34.56888640;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0033;1;7/04/2018;2018;4;7;7:30:00;7;Camarones y Lope De Vega Av.;AVENIDA;CAMARONES;;LOPE DE VEGA AV.;CAMARONES y LOPE DE VEGA AV.;10;Point (96143.57848535 100026.85558450);-5.850.535.541;-34.62902048;MOTO-CARGAS;MOTO;CARGAS
2018-0034;1;11/04/2018;2018;4;11;18:15:00;18;Santa Fe Av. 2320;AVENIDA;SANTA FE AV.;2320;;SANTA FE AV. 2320;2;Point (105786.93203839 103775.29320399);-5.840.021.675;-34.59522198;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0035;1;12/04/2018;2018;4;12;16:45:00;16;Av. Rivadavia 6950;AVENIDA;RIVADAVIA AV.;6950;;RIVADAVIA AV. 6950;7;Point (100003.66169818 100008.18099088);-5.846.325.991;-34.62919627;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0036;1;13/04/2018;2018;4;13;23:15:00;23;Av. San Mart�n y Argerich;AVENIDA;SAN MARTIN AV.;;ARGERICH;SAN MARTIN AV. y ARGERICH;15;Point (97118.17245497 103585.17867883);-5.849.471.482;-34.59694755;MOTO-AUTO;MOTO;AUTO
2018-0037;1;18/04/2018;2018;4;18;18:45:00;18;Cordoba Av. y Uriburu Jose E., Pres.;AVENIDA;CORDOBA AV.;;URIBURU JOSE E., PRES.;CORDOBA AV. y URIBURU JOSE E., PRES.;2;Point (105923.35790409 103271.83194351);-5.839.872.610;-34.59975962;PEATON-CARGAS;PEATON;CARGAS
2018-0038;2;20/04/2018;2018;4;20;17:10:00;17;AV. RIVADAVIA 1571;AVENIDA;RIVADAVIA AV.;1571;;RIVADAVIA AV. 1571;1;Point (106840.31999667 102262.72809661);-5.838.872.177;-34.60885045;PEATON-AUTO;PEATON;AUTO
2018-0039;1;21/04/2018;2018;4;21;22:15:00;22;AUTOPISTA LUGONES KM 4.7;AUTOPISTA;LUGONES, LEOPOLDO AV.;;;;14;Point (. .);.;.;PEATON-AUTO;PEATON;AUTO
2018-0040;1;27/04/2018;2018;4;27;11:00:00;11;Ramon Freire y Virrey Olaguer y Feliu;CALLE;FREIRE, RAMON, CAP. GRAL.;;OLAGUER Y FELIU, VIRREY;FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY;13;Point (100590.76036525 106235.55299971);-5.845.686.132;-34.57305993;PEATON-CARGAS;PEATON;CARGAS
2018-0041;1;27/04/2018;2018;4;27;13:30:00;13;La Plata Av. y Fernandez De La Cruz, F., Gral. Av.;AVENIDA;LA PLATA AV.;;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;4;Point (103711.66698694 98495.65433114);-5.842.281.627;-34.64282424;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0042;1;27/04/2018;2018;4;27;18:43:00;18;BRANDSEN y PERDRIEL;CALLE;BRANDSEN;;PERDRIEL;BRANDSEN y PERDRIEL;4;Point (107026.83754260 98858.75172681);-5.838.666.024;-34.63953396;MOTO-CARGAS;MOTO;CARGAS
2018-0043;1;28/04/2018;2018;4;28;06:30:00;6;Vilardebo, Teodoro y Alvarez Jonte Av.;AVENIDA;VILARDEBO, TEODORO;;ALVAREZ JONTE AV.;VILARDEBO, TEODORO y ALVAREZ JONTE AV.;11;Point (97438.46582767 101907.03915052);-5.849.122.843;-34.61207587;MOTO-AUTO;MOTO;AUTO
2018-0044;1;28/04/2018;2018;4;28;09:00:00;9;Alberti e Independencia Av.;AVENIDA;ALBERTI;;INDEPENDENCIA AV.;ALBERTI e INDEPENDENCIA AV.;3;Point (105715.04318224 101174.58167004);-5.840.098.306;-34.61866627;PEATON-AUTO;PEATON;AUTO
2018-0045;1;30/04/2018;2018;4;30;07:00:00;7;Alvarez Thomas Av. 879;AVENIDA;ALVAREZ THOMAS AV.;879;;ALVAREZ THOMAS AV. 879;13;Point (100808.33159423 105557.81994917);-5.845.448.963;-34.57916920;AUTO-CARGAS;AUTO;CARGAS
2018-0046;1;2/05/2018;2018;5;2;03:15:00;3;Av. Gral. Paz y Av. Rivadavia;GRAL PAZ;PAZ, GRAL. AV.;;RIVADAVIA AV.;PAZ, GRAL. AV. y RIVADAVIA AV.;9;Point (93950.50587297 98883.37644525);-5.852.927.982;-34.63931752;PEATON-AUTO;PEATON;AUTO
2018-0047;1;8/05/2018;2018;5;8;19:00:00;19;Av. Corrientes y Av. Dorrego;AVENIDA;CORRIENTES AV.;;DORREGO AV.;CORRIENTES AV. y DORREGO AV.;15;Point (101440.29935254 104167.40204334);-5.844.759.966;-34.59170240;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0048;1;9/05/2018;2018;5;9;10:30:00;10;Rivadavia Av. y Pedernera;AVENIDA;RIVADAVIA AV.;;PEDERNERA;RIVADAVIA AV. y PEDERNERA;7;Point (99925.51296558 100002.14427355);-5.846.411.215;-34.62925068;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0049;1;11/05/2018;2018;5;11;19:15:00;19;Quesada 2300;CALLE;QUESADA;2300;;QUESADA 2300;13;Point (100107.11808300 108354.57023193);-5.846.213.220;-34.55395823;PEATON-AUTO;PEATON;AUTO
2018-0050;1;14/05/2018;2018;5;14;18:45:00;18;Cabildo Av. y Juramento Av.;AVENIDA;CABILDO AV.;;JURAMENTO AV.;CABILDO AV. y JURAMENTO AV.;13;Point (100606.16651489 107458.45493347);-5.845.669.422;-34.56203610;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0051;1;15/05/2018;2018;5;15;21:15:00;21;California y Carbonari, Francisco, Cmte.;CALLE;CALIFORNIA;;CARBONARI, FRANCISCO, CMTE.;CALIFORNIA y CARBONARI, FRANCISCO, CMTE.;4;Point (109491.72835084 98425.60443682);-5.835.977.160;-34.64341878;PEATON-AUTO;PEATON;AUTO
2018-0052;1;18/05/2018;2018;5;18;20:30:00;20;Carril, Salvador Maria Del Av. y Nazca;AVENIDA;CARRIL, SALVADOR MARIA DEL AV.;;NAZCA;CARRIL, SALVADOR MARIA DEL AV. y NAZCA;15;Point (96798.08806617 104278.02817622);-5.849.820.145;-34.59070093;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0053;1;20/05/2018;2018;5;20;02:30:00;2;San Luis y Aguero;CALLE;SAN LUIS;;AGUERO;SAN LUIS y AGUERO;3;Point (104834.84104085 103313.26202067);-5.841.059.280;-34.59939180;MOTO-AUTO;MOTO;AUTO
2018-0054;1;22/05/2018;2018;5;22;11:15:00;11;Lugones 2430;CALLE;LUGONES;2430;;LUGONES 2430;12;Point (98495.84519532 106440.03052817);-5.847.969.138;-34.57121563;PEATON-BICICLETA;PEATON;BICICLETA
2018-0055;1;29/05/2018;2018;5;29;7:30:00;7;Independencia Av. y Jujuy Av.;AVENIDA;INDEPENDENCIA AV.;;JUJUY AV.;INDEPENDENCIA AV. y JUJUY AV.;3;Point (105482.77183741 101155.54165898);-5.840.351.561;-34.61883916;MOTO-AUTO;MOTO;AUTO
2018-0056;1;2/06/2018;2018;6;2;13:00:00;13;Av. Rivadavia 11050;AVENIDA;RIVADAVIA AV.;11050;;RIVADAVIA AV. 11050;9;Point (94825.31796080 98898.07278223);-5.851.973.844;-34.63918987;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0057;1;3/06/2018;2018;6;3;3:30:00;3;Combate De Los Pozos y Humberto 1�;CALLE;COMBATE DE LOS POZOS;;HUMBERTO 1?;COMBATE DE LOS POZOS y HUMBERTO 1°;3;Point (106436.50690531 100845.32785530);-5.839.311.376;-34.62163006;MOTO-PASAJEROS;MOTO;PASAJEROS
2018-0058;1;3/06/2018;2018;6;3;6:30:00;6;Cordoba Av. y Thames;AVENIDA;CORDOBA AV.;;THAMES;CORDOBA AV. y THAMES;15;Point (102567.54814228 104264.87527568);-5.843.531.242;-34.59082159;MOTO-AUTO;MOTO;AUTO
2018-0059;1;8/06/2018;2018;6;8;6:20:00;6;Garay, Juan De Av. y Sanchez De Loria;AVENIDA;GARAY, JUAN DE AV.;;SANCHEZ DE LORIA;GARAY, JUAN DE AV. y SANCHEZ DE LORIA;5;Point (104724.05358972 99878.51159963);-5.841.178.165;-34.63035454;MOTO-MOVIL;MOTO;OTRO
2018-0060;1;8/06/2018;2018;6;8;12:50:00;12;Lavalle y Alem, Leandro N. Av.;AVENIDA;LAVALLE;;ALEM, LEANDRO N. AV.;LAVALLE y ALEM, LEANDRO N. AV.;1;Point (108513.43549456 103032.95078343);-5.837.048.800;-34.60189492;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0061;1;10/06/2018;2018;6;10;11:15:00;11;Estados Unidos y Pichincha;CALLE;ESTADOS UNIDOS;;PICHINCHA;ESTADOS UNIDOS y PICHINCHA;3;Point (105911.62147898 101065.51501699);-5.839.883.882;-34.61964833;MOTO-MOTO;MOTO;MOTO
2018-0062;1;14/06/2018;2018;6;14;1:00:00;1;Rosario y Barco Centenera Del;CALLE;ROSARIO;;BARCO CENTENERA DEL;ROSARIO y BARCO CENTENERA DEL;6;Point (102035.73876399 100936.73706899);-5.844.110.156;-34.62082399;PEATON-CARGAS;PEATON;CARGAS
2018-0063;1;16/06/2018;2018;6;16;21:15:00;21;Av. Leandro N. Alem y Viamonte;AVENIDA;ALEM, LEANDRO N. AV.;;VIAMONTE;ALEM, LEANDRO N. AV. y VIAMONTE;1;Point (108473.00357935 103295.64162815);-5.837.093.138;-34.59952725;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0064;1;25/06/2018;2018;6;25;1:15:00;1;Varela Av. y Primera Junta;AVENIDA;VARELA AV.;;PRIMERA JUNTA;VARELA AV. y PRIMERA JUNTA;7;Point (100435.26388900 98861.53271694);-5.845.855.262;-34.63953253;AUTO-CARGAS;AUTO;CARGAS
2018-0065;1;26/06/2018;2018;6;26;17:30:00;17;Pellegrini, Carlos y Juncal;CALLE;PELLEGRINI, CARLOS;;JUNCAL;PELLEGRINI, CARLOS y JUNCAL;1;Point (107493.20906271 104038.93317074);-5.838.161.909;-34.59283447;MOTO-CARGAS;MOTO;CARGAS
2018-0066;1;28/06/2018;2018;6;28;11:00:00;11;Av. Corrientes y Av. Federico Lacroze;AVENIDA;CORRIENTES AV.;;LACROZE, FEDERICO AV.;CORRIENTES AV. y LACROZE, FEDERICO AV.;15;Point (100750.52062158 104691.17506829);-5.845.511.899;-34.58698157;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0067;1;29/06/2018;2018;6;29;16:15:00;16;Montes De Oca, Manuel y Finochietto Enrique Dr.;AVENIDA;MONTES DE OCA, MANUEL AV.;;FINOCHIETTO ENRIQUE DR.;MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.;4;Point (107891.26340037 99945.61487141);-5.837.724.226;-34.62973033;PASAJEROS-AUTO;PASAJEROS;AUTO
2018-0068;1;1/07/2018;2018;7;1;9:00:00;9;Carabobo Av. y Alberdi, Juan Bautista Av.;AVENIDA;CARABOBO AV.;;ALBERDI, JUAN BAUTISTA AV.;CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.;7;Point (100718.69831349 99996.27412808);-5.845.546.217;-34.62930339;MOTO-AUTO;MOTO;AUTO
2018-0069;1;4/07/2018;2018;7;4;21:45:00;21;"C�rdoba Av. 2215

";AVENIDA;CORDOBA AV.;2215;;CORDOBA AV. 2215;2;Point (105900.94104333 103295.18325601);-5.839.897.064;-34.59954925;BICICLETA-PASAJEROS;BICICLETA;PASAJEROS
2018-0070;1;7/07/2018;2018;7;7;15:45:00;15;Estados Unidos y Urquiza, Gral.;CALLE;ESTADOS UNIDOS;;URQUIZA, GRAL.;ESTADOS UNIDOS y URQUIZA, GRAL.;3;Point (104963.31095539 100886.97438212);-5.840.917.826;-34.62126274;MOTO-PASAJEROS;MOTO;PASAJEROS
2018-0071;1;10/07/2018;2018;7;10;17:50:00;17;Moreno y Av. Huergo;AVENIDA;MORENO;;HUERGO, ING. AV.;MORENO y HUERGO, ING. AV.;1;Point (108808.25931028 102022.90885862);-5.836.726.348;-34.61099738;MOTO-CARGAS;MOTO;CARGAS
2018-0072;1;11/07/2018;2018;7;11;13:15:00;13;AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porte�o;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL;8;Point (98224.62123059 93867.97738800);-5.848.267.426;-34.68454456;MOTO-CARGAS;MOTO;CARGAS
2018-0073;1;11/07/2018;2018;7;11;15:45:00;15;Iriarte, Gral. Av. 3400;AVENIDA;IRIARTE, GRAL. AV.;3400;;IRIARTE, GRAL. AV. 3400;4;Point (106218.96559101 97510.98250186);-5.839.546.165;-34.65168841;PEATON-CARGAS;PEATON;CARGAS
2018-0074;1;14/07/2018;2018;7;14;6:04:00;6;AV. JUAN B. ALBERDI 2968;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;2968;;ALBERDI, JUAN BAUTISTA AV. 2968;7;Point (99438.84176266 99501.28380301);-5.846.941.984;-34.63376545;AUTO-CARGAS;AUTO;CARGAS
2018-0075;1;15/07/2018;2018;7;15;7:30:00;7;Del Libertador Av. y Ortiz De Ocampo;AVENIDA;DEL LIBERTADOR AV.;;ORTIZ DE OCAMPO;DEL LIBERTADOR AV. y ORTIZ DE OCAMPO;14;Point (105470.75546311 105320.72785650);-5.840.367.321;-34.58129246;PEATON-AUTO;PEATON;AUTO
2018-0076;1;16/07/2018;2018;7;16;9:30:00;9;Chavez, Jorge y Paz, Gral. Av.;CALLE;CHAVEZ, JORGE;;PAZ, GRAL. AV.;CHAVEZ, JORGE y PAZ, GRAL. AV.;9;Point (93946.81673714 97681.68907836);-5.852.932.872;-34.65014993;AUTO-CARGAS;AUTO;CARGAS
2018-0077;1;16/07/2018;2018;7;16;23:15:00;23;Urquiza, Gral. y Estados Unidos;CALLE;URQUIZA, GRAL.;;ESTADOS UNIDOS;URQUIZA, GRAL. y ESTADOS UNIDOS;3;Point (104963.31095539 100886.97438212);-5.840.917.826;-34.62126274;AUTO-CARGAS;AUTO;CARGAS
2018-0078;1;21/07/2018;2018;7;21;6:15:00;6;Paraguay y S�nchez De Bustamante;CALLE;PARAGUAY;;SANCHEZ DE BUSTAMANTE;PARAGUAY y SANCHEZ DE BUSTAMANTE;2;Point (104647.18963470 103830.17880585);-5.841.264.127;-34.59473294;PEATON-AUTO;PEATON;AUTO
2018-0079;1;23/07/2018;2018;7;23;7:15:00;7;De Los Corrales Av. y Paz, Gral. Av.;GRAL PAZ;DE LOS CORRALES AV.;;PAZ, GRAL. AV.;DE LOS CORRALES AV. y PAZ, GRAL. AV.;9;Point (95832.05571093 95505.41641999);-5.850.877.521;-34.66977709;PEATON-CARGAS;PEATON;CARGAS
2018-0080;1;25/07/2018;2018;7;25;22:22:00;22;Alberdi, Juan Bautista Av. y Carhue;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;CARHUE;ALBERDI, JUAN BAUTISTA AV. y CARHUE;9;Point (95506.35959227 96696.89655626);-5.851.232.237;-34.65903530;PEATON-AUTO;PEATON;AUTO
2018-0081;1;29/07/2018;2018;7;29;6:30:00;6;Casta�ares Av. y Rivera Indarte Av.;AVENIDA;CASTANARES AV.;;RIVERA INDARTE AV.;CASTAÑARES AV. y RIVERA INDARTE AV.;7;Point (101453.89687005 98180.39027169);-5.844.744.156;-34.64567171;MULTIPLE;PEATON;MULTIPLE
2018-0082;1;1/08/2018;2018;8;1;15:53:00;15;Larrazabal y Garzon, Eugenio, Gral. Av.;AVENIDA;LARRAZABAL;;GARZON, EUGENIO, GRAL. AV.;LARRAZABAL y GARZON, EUGENIO, GRAL. AV.;9;Point (97148.03881747 96734.79106149);-5.849.441.273;-34.65869968;MOTO-CARGAS;MOTO;CARGAS
2018-0083;1;2/08/2018;2018;8;2;5:20:00;5;Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.;GRAL PAZ;PAZ, GRAL. AV.;;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;8;Point (98491.08733048 93092.87943671);-5.847.976.785;-34.69153196;MOTO-CARGAS;MOTO;CARGAS
2018-0084;1;3/08/2018;2018;8;3;7:25:00;7;Av. Alicia Moreau de Justo y Cochabamba;AVENIDA;MOREAU DE JUSTO, ALICIA AV.;;COCHABAMBA;MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA;1;Point (108993.20201253 100735.24332429);-5.836.523.349;-34.62260331;PEATON-CARGAS;PEATON;CARGAS
2018-0085;2;3/08/2018;2018;8;3;18:16:00;18;Entre Rios Av. y Garay, Juan De Av.;AVENIDA;ENTRE RIOS AV.;;GARAY, JUAN DE AV.;ENTRE RIOS AV. y GARAY, JUAN DE AV.;3;Point (106612.54991859 100244.75667446);-5.839.118.948;-34.62704273;MOTO-PASAJEROS;MOTO;PASAJEROS
2018-0086;1;10/08/2018;2018;8;10;21:44:00;21;Directorio Av. y Guardia Nacional;AVENIDA;DIRECTORIO AV.;;GUARDIA NACIONAL;DIRECTORIO AV. y GUARDIA NACIONAL;9;Point (97534.35415051 97682.40955825);-5.849.019.551;-34.65015854;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0087;1;15/08/2018;2018;8;15;19:20:00;19;Pavon Av. Y Colombres;AVENIDA;PAVON AV.;;COLOMBRES;PAVON AV. y COLOMBRES;5;Point (104296.57153484 99891.67281595);-5.841.644.362;-34.63023775;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0088;1;17/08/2018;2018;8;17;16:36:00;16;Av. Gral. Paz y Av. Dr. Ricardo Balb�n;GRAL PAZ;PAZ, GRAL. AV.;;BALBIN, RICARDO, DR. AV.;PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.;12;Point (96563.66494817 108815.73881056);-5.850.073.810;-34.54979510;MOTO-CARGAS;MOTO;CARGAS
2018-0089;1;17/08/2018;2018;8;17;17:56:00;17;Pichincha Av. y Brasil;AVENIDA;PICHINCHA AV.;;BRASIL;PICHINCHA AV. y BRASIL;4;Point (106147.25140863 99876.44981079);-5.839.626.094;-34.63036565;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0090;1;18/08/2018;2018;8;18;10:34:00;10;27 De Febrero Av. y Pergamino;AVENIDA;27 DE FEBRERO AV.;;PERGAMINO;27 DE FEBRERO AV. y PERGAMINO;8;Point (102791.00899168 95424.06973029);-5.843.284.809;-34.67051543;MOTO-AUTO;MOTO;AUTO
2018-0091;1;19/08/2018;2018;8;19;18:47:00;18;AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA;AUTOPISTA;AUTOPISTA PERITO MORENO;;BARRAGAN;AUTOPISTA PERITO MORENO y BARRAGAN;9;Point (94544.31344300 99185.28796442);-5.852.280.139;-34.63659934;AUTO-AUTO;AUTO;AUTO
2018-0092;1;20/08/2018;2018;8;20;08:20:00;8;Cordoba Av. y Gascon;AVENIDA;CORDOBA AV.;;GASCON;CORDOBA AV. y GASCON;14;Point (103662.91363929 103496.49206019);-5.842.336.930;-34.59774487;MOTO-AUTO;MOTO;AUTO
2018-0093;1;20/08/2018;2018;8;20;08:41:00;8;15 De Noviembre De 1889 1513;CALLE;15 DE NOVIEMBRE DE 1889;1513;;15 DE NOVIEMBRE DE 1889 1513;1;Point (107004.02001368 99798.84856249);-5.838.691.681;-34.63105973;PEATON-PASAJEROS;PEATON;PASAJEROS
2018-0094;1;23/08/2018;2018;8;23;05:35:00;5;Salguero, Jeronimo y Beruti;CALLE;SALGUERO, JERONIMO;;BERUTI;SALGUERO, JERONIMO y BERUTI;14;Point (104734.93787233 104821.22705013);-5.841.169.020;-34.58579880;MOTO-PASAJEROS;MOTO;PASAJEROS
